synapse,GABA,GAD,gephyrin,GS594,MBP488,NR1,PSD,Synapsin,VGluT1,DAPI1st,location
1,0.062382027,1.986366187,0.385096759,0.376938578,0.117901447,0.190005059,1.732728165,1.001572969,0.620782743,3.818150996,on_synapse
2,0.077234891,1.237165425,0.359510509,0.322336369,0.077738666,0.330757066,1.999065784,0.934644211,0.289653692,3.886433782,on_synapse
3,0.005922546,0.371813144,0.120297036,0.139317735,0,0.042546679,0.03350264,0.296892536,0.207308247,1.222451791,on_synapse
4,0.147710268,1.061725207,0.306218753,0.282049238,0.044942268,0.203209494,0.858444504,0.687535073,0.453936461,3.373659788,on_synapse
5,0.0966432,0.999047291,0.463624885,0.332518365,0.116518723,0.307832109,0.463181053,0.976970462,0.307579584,4.654326089,on_synapse
6,0.297650325,0.783145002,0.322511733,0.365911854,0,0.103440763,0.320676249,0.717436359,0.26538746,2.863817042,on_synapse
7,0.241647323,0.690713958,0.271328606,0.241792929,0.060606061,0.084902051,0.765121756,1.006664924,0.567304994,2.656905758,on_synapse
8,0.359187679,2.06076628,0.698222758,0.664804612,0.159841789,0.265866525,3.872418152,2.017934235,1.300238815,7.958843485,on_synapse
9,0.085581191,0.881756326,0.401330221,0.393076918,0.093003903,0.106111621,0.864430288,0.921076293,0.921841521,4.268142281,on_synapse
10,0.000742909,0.278495179,0.100834736,0.092948105,0.004565861,0.205326625,0.017858509,0.643682724,0.074772345,0.994538185,on_synapse
11,0.063101554,1.473861086,0.384703517,0.456715726,0.085399449,0.128384008,0.779104173,1.365289044,0.285595858,4.237983794,on_synapse
12,0.450033798,2.538722664,0.871547971,0.739159269,0.218215403,0.585709792,4.630725394,3.067460166,0.945494507,10.78269968,on_synapse
13,0.180375727,0.894943118,0.332135751,0.341462606,0.077640037,0.290276502,0.653546832,0.932693093,0.340143863,3.970545097,on_synapse
14,0.123842593,0.864289996,0.279131806,0.389118457,0.081990996,0.271230827,1.008159244,1.147199053,0.178199291,2.179252542,on_synapse
15,0.00410141,2.379465956,0.690103901,0.385187098,0.091545718,0.258805437,1.673012745,0.941378218,0.828637809,3.837723829,on_synapse
16,0.05176874,0.615767311,0.381851979,0.270870532,0.002289307,0.122806346,0.358924897,0.346781153,0.236321549,2.579525261,on_synapse
17,0.421275571,1.840611768,0.727183451,0.67333531,0.235991544,0.280986953,2.301709488,1.856501409,0.721619605,6.952206726,on_synapse
19,0.219783058,1.6719393,0.501221176,0.547792742,0.112947658,0.230324074,1.779635581,1.748940372,0.533727426,5.230707751,on_synapse
20,0.094677839,0.464730959,0.172366021,0.186050849,0.041322314,0.217737667,0.270463473,0.480183782,0.12042298,1.898114669,on_synapse
21,0.120444768,0.755393795,0.301099165,0.301543422,0.002892987,0.107772804,0.939923222,0.832484143,0.46920276,3.45188735,on_synapse
22,0.002340322,1.394143455,0.459061363,0.344850015,0.074325962,0.338954571,0.969136865,0.920741506,0.522664567,4.999956425,on_synapse
23,0.173212555,1.23776698,0.309158504,0.487099531,0.063671224,0.308302937,1.579527387,1.025553302,0.238164473,3.279539928,on_synapse
24,0.164688233,0.995518633,0.412712988,0.404297074,0,0.15621413,1.107331203,0.987718887,0.520106367,4.057966821,on_synapse
25,0.049164839,1.085581191,0.421538619,0.517282463,0.030446511,0.13740626,1.751743019,1.09002589,0.707271579,4.889822042,on_synapse
26,0.067913988,0.353055811,0.131264667,0.122265585,0.029752066,0.036404449,0.034157229,0.230209928,0.063844251,1.232737731,on_synapse
27,0.039970411,0.391814292,0.142461547,0.11638959,0.02892562,0.04338843,0.340225168,0.466844901,0.161314853,1.627356265,on_synapse
28,0.249338624,0.822296741,0.334868344,0.351222361,0.080890981,0.428322729,0.741342902,0.735967175,0.539789125,3.710733781,on_synapse
29,0.280537913,1.034933723,0.402943577,0.410072952,0.123794766,0.13193913,0.622167593,0.828267949,0.324025185,4.195637988,on_synapse
30,0.162488734,0.637514667,0.300551814,0.303800845,0.018565282,0.256707436,1.006409848,0.368700685,0.102845585,3.267302656,on_synapse
31,0.114111443,0.99267055,0.44160513,0.437638698,0.094668274,0.192784856,1.027685313,1.152323424,0.814069515,4.680565121,on_synapse
32,0.028708805,0.77160175,0.256034939,0.286316447,0.05235754,0.116028498,0.671268397,0.832818399,0.461215692,2.70459089,on_synapse
33,0.366555921,0.94406927,0.402823479,0.43602481,0.094266529,0.416240477,0.790249932,1.536182532,0.461484585,4.285850934,on_synapse
34,0.32996633,1.745976176,0.47075098,0.526052371,0.128037227,0.311023292,1.907025704,1.287978085,0.593572813,5.940601907,on_synapse
35,0.289358229,1.052285003,0.41677348,0.550577588,0.095552271,0.264145559,1.45917907,0.976419817,0.723578908,4.140163472,on_synapse
36,0.283141459,1.671580423,0.54067683,0.603118729,0.156377892,0.462739771,1.14087919,1.320136692,1.054234829,6.296716463,on_synapse
37,0.191657739,1.443722438,0.41931308,1.90761076,0.094300185,0.308615759,2.014644197,1.218454891,0.913565367,4.653684006,on_synapse
38,0.69672282,1.103695687,2.34933662,0.591540404,0.047947002,0.133426618,0.107120993,0.836376026,0.209646064,4.483621387,on_synapse
39,0.135293592,0.686943297,0.196655953,0.308729339,0.05192965,0.347076829,0.338640827,0.451374222,0.193226456,2.082108331,on_synapse
40,0.472769927,2.264032723,0.725791161,0.856231365,0.177611553,0.354529441,2.019319882,3.330019471,1.08203528,8.741872995,on_synapse
41,0.000767354,0.205490299,0.096002109,0.077690839,0.023217231,0.037889416,0.570248997,0.26942085,0.237187744,1.179635156,on_synapse
42,0.304764023,1.366970685,0.47602684,0.521335514,0.102397874,0.249304121,2.181591802,2.057076446,0.806512091,5.726404672,on_synapse
43,0.519078906,3.190422746,0.782744887,1.096663393,0.184600636,0.607991957,2.896194195,3.313522571,1.117826412,9.032186058,on_synapse
44,0.341337254,1.140313671,0.387932354,0.444739604,0.103555395,0.157836482,1.026223636,1.136878343,0.551255703,4.229924607,on_synapse
45,0.060321491,0.27949715,0.109086445,0.098228178,0.03488563,0.06802957,0.057476597,0.184714092,0.103957026,0.916912177,on_synapse
46,0.178845635,1.492447017,0.372977612,0.490681527,0.102555133,0.199752758,2.366346546,1.744918521,0.92158599,4.791857974,on_synapse
47,0.19011878,0.788599378,0.143646057,0.253546619,0.065192115,0.211481396,0.988289885,0.436894194,0.345053013,2.44941949,on_synapse
48,0.235914136,0.833832149,0.330802412,0.329167092,0.075298439,0.205071195,0.903479237,1.195685814,1.002260257,4.77384819,on_synapse
49,0.427074565,2.521832912,0.729068622,0.964651247,0.170535851,1.078465367,2.547612329,2.434203143,1.450370179,8.013312577,on_synapse
50,0.219038555,0.738095921,0.269319617,0.383424682,0.071107221,0.177014782,0.654287509,0.989226227,0.378403671,2.224246888,on_synapse
51,0.220838435,1.589098962,0.372625971,0.515058595,0.126532278,0.303522235,1.414790947,1.489347844,0.731671878,4.216276218,on_synapse
52,1.12661123,3.152914527,0.539866964,0.697172341,0.139036266,0.295517606,1.619107744,2.05348448,0.777623315,5.862762728,on_synapse
53,1.275159605,3.181199622,0.578374838,0.745087965,0.149991983,0.238490606,1.57955092,2.091279862,0.81045757,6.238693756,on_synapse
54,0.358882384,2.106566773,0.564091834,0.664284894,0.136593205,0.230379872,2.864758698,1.576350627,1.087885643,5.821912305,on_synapse
55,0.714823424,1.423692417,0.378943316,0.630103114,0.116829596,0.171020495,0.112994688,0.871288644,0.345743578,3.416134993,on_synapse
56,1.03787478,1.729767917,0.762566138,0.721377465,0.067362113,0.244483526,0.215385001,1.013552189,0.30775012,2.759030784,on_synapse
57,1.188165748,2.495245383,0.941178196,0.898863636,0.09573768,0.407046475,0.537434956,1.484444189,0.436214417,3.895550199,on_synapse
58,0.689493419,1.82874324,0.505662687,0.467045455,0.066119529,0.349392919,0.586019284,1.074885216,0.275760127,2.484669932,on_synapse
59,0.531479923,1.764717886,0.600405713,0.595882365,0.121295729,0.30266186,0.758455061,3.263421958,1.123508514,6.590668894,on_synapse
60,0.153532378,0.996749906,0.335394489,0.429552257,0.039238485,0.217512527,0.858383215,0.763025173,0.351241087,3.457091963,on_synapse
61,0.107185491,0.211028211,0.065254821,0.114974237,0.002637486,0.037854556,0.090682073,0.245445618,0.065490766,0.720852464,on_synapse
62,0.346208295,1.568253786,0.492641057,0.576659452,0.127281108,0.223175113,1.463329179,1.342652718,0.760523707,4.801663824,on_synapse
63,0.41192305,1.78012368,0.872882072,0.566663319,0.035278607,0.217459475,2.013108516,1.494138034,1.004271726,6.974497181,on_synapse
64,0.104500391,1.284980487,0.263928213,0.370484092,0.018528084,0.207890139,2.2739527,1.112973166,1.056025321,2.318570809,on_synapse
65,0.384640456,1.703036963,0.510557313,0.493207893,0.103086136,0.312174778,1.790165969,0.776048929,0.843124709,5.274479503,on_synapse
66,0.340041035,0.629031795,0.215090456,0.273636778,0.051687168,0.177405367,0.23276005,0.443842624,0.348409123,2.209647772,on_synapse
67,0.149984058,0.820006887,0.271992654,0.324124452,0.07028492,0.176269003,0.515124732,0.543112948,0.277566065,3.034205693,on_synapse
68,0.040280754,0.583839943,0.167238462,0.194624415,0.045913682,0.203144662,0.330191647,1.113350112,0.682404857,1.488946706,on_synapse
69,0.128391802,0.768511433,0.186954421,0.220038488,0.051842782,0.167059909,0.706435143,0.425063627,0.245253461,1.985591039,on_synapse
70,0.090038006,0.96302163,0.190962657,0.294087338,0.068862871,0.219439343,1.46437991,0.51505076,0.388025457,2.894469952,on_synapse
71,0.185988675,1.600932303,0.2840603,0.47607387,0.118393531,0.357153607,1.440390011,0.89802061,0.554947199,5.173787114,on_synapse
72,0.191820988,1.363850627,0.18025329,0.211282012,0.081815631,0.297308948,0.912109734,0.993459851,0.311484797,2.450632589,on_synapse
73,0.280667222,1.004568695,0.332330743,0.540776026,0.076225215,0.214080338,1.349337936,1.038788559,0.714972395,3.683279201,on_synapse
74,0.198814038,1.251703341,0.452023036,0.496888781,0.132859884,0.45939615,0.735486883,1.050522764,0.63273518,3.954821078,on_synapse
75,0.369216151,1.621214672,0.45007716,0.884533466,0.071171947,0.437578436,2.338902918,1.132311116,0.826762575,4.561058183,on_synapse
76,0.414519068,1.834498889,0.463732442,0.51927737,0.01514443,0.462201986,2.045187424,1.762105482,1.085696329,4.547512867,on_synapse
77,0.194774768,0.67137537,0.248948449,0.367951612,0.040895062,0.223417253,0.801235843,0.599744286,0.322548082,2.381856443,on_synapse
78,0.426594083,1.371127096,0.426009534,0.526475473,0.104494014,0.384233752,1.141757785,1.354895759,0.541566053,3.862587009,on_synapse
79,0.228113061,1.123402941,0.34366462,0.594253421,0.08100789,0.232671128,0.304630905,0.911664343,0.598654191,2.898626416,on_synapse
80,0.155595457,2.701077332,0.532898429,0.660033779,0.11745886,0.794648323,4.836822409,2.348168736,2.275256169,6.760697706,on_synapse
81,0.132247985,0.444619172,0.084787267,0.121921233,0.017312009,0.073132844,0.612647944,0.42283568,0.091831191,1.042554331,on_synapse
82,0.027165595,0.963987731,0.260914703,0.423692098,0.053132971,0.274809331,0.985808208,0.520105091,0.414532956,2.562002602,on_synapse
83,0.517928301,1.333015905,0.464784631,0.707760829,0.111144413,0.162452244,0.13558282,1.097903842,0.487641567,3.664730215,on_synapse
84,0.331308313,2.126162721,0.56113676,0.671642775,0.158286711,0.467119993,2.390434224,1.039782647,0.976783832,6.759866482,on_synapse
85,0.119916193,1.213962011,0.510505589,0.493173882,0.106239159,0.142121977,0.102019068,0.726791626,0.408520531,4.086177431,on_synapse
86,0.303173429,1.222012493,0.314941644,0.378683723,0.096893458,0.233263471,0.745976884,1.144887426,0.984963269,3.728154865,on_synapse
87,0.127970218,0.785367706,0.277560255,0.270910565,0.064965026,0.198653907,1.338177652,1.344076993,0.499495516,3.342414039,on_synapse
88,0.502892279,1.91594962,0.5053984,0.758749107,0.152263374,0.257789029,2.322442296,1.896395918,1.339306363,5.682793139,on_synapse
89,0.258877921,0.902500383,0.306599454,0.481528033,0.069807928,0.191810147,1.194945031,0.954352872,0.645767014,3.362216866,on_synapse
90,0.260973734,1.243524713,0.550299168,0.533036899,0.145233905,0.610940757,0.780947097,1.289589619,0.628781502,4.52876893,on_synapse
91,0.278494724,1.08136196,0.34097286,0.408577113,0.082283878,0.177416299,1.221291195,1.882429089,1.201696802,4.406506442,on_synapse
92,0.100426969,1.828114903,0.518074261,0.603496384,0.065442585,0.448274127,1.452086805,1.548519,1.095343162,5.370445476,on_synapse
93,0.308192859,1.524203981,0.400964916,0.547920584,0.121831592,0.261954866,0.890528663,1.459380056,0.65547794,4.219988485,on_synapse
94,0.432147655,2.491004319,0.67665431,0.789215103,0.091662982,0.27560538,2.282858042,2.932289364,1.137771514,6.699947001,on_synapse
95,0.360810121,1.534401464,0.553958142,0.721641287,0.10025954,0.417549867,1.32414422,1.796625982,1.426036246,5.2344799,on_synapse
96,0.177044434,0.898616213,0.237964238,0.568763391,0.057667585,0.101907969,0.791148862,0.663804714,0.46414524,2.467475258,on_synapse
97,0.096208685,0.986799686,0.283572688,0.330903995,0.071006264,0.217349229,0.98657207,0.759402414,0.372179848,3.307289161,on_synapse
98,0.973830122,2.439810918,1.125232261,0.951256391,0.131472129,0.521919815,1.078943759,1.781429262,0.774425583,5.687693291,on_synapse
99,0.538848077,1.717044179,0.372345615,0.820196122,0.104236813,0.430188884,0.873946217,1.461232432,0.681726514,4.499854926,on_synapse
100,0.842421125,1.907048175,1.716660148,0.617971947,0.076036034,0.121245423,0.0957775,0.881630559,0.278422553,2.863770987,on_synapse
101,0.064961484,0.806873023,0.155467554,0.249117437,0.001396541,0.084497755,0.72664524,0.514966585,0.327134986,1.962316345,on_synapse
102,0.023908275,0.247963218,0.044021018,0.081944444,0.016528926,0.032497959,0.024793388,0.133005561,0.10375727,0.443176717,on_synapse
103,0.366362944,1.980843791,0.564659036,0.969624091,0.126220721,0.383309101,1.780106257,1.943429606,1.450801303,7.209160508,on_synapse
104,0.049545965,0.60536935,0.107589787,0.359609989,0.057087287,0.065735639,0.191351648,0.696909754,0.249053668,2.13609198,on_synapse
105,0.280756853,1.490301797,0.530512405,0.433089311,0.082616995,0.205392519,0.913477154,2.021096912,0.596774776,5.286149585,on_synapse
106,0.187335618,0.920755677,0.257781944,0.291554008,0.054805207,0.198907566,0.872853819,1.055223248,0.379796138,3.415562754,on_synapse
107,0.456176119,1.202039333,0.766684704,0.518416488,0.094949313,0.12353058,0.135512776,1.211738598,0.381970863,3.905640095,on_synapse
108,2.125341961,3.101886925,1.457360059,1.047473632,0.157425741,0.250581892,0.221674606,1.437617973,0.527379222,5.248756504,on_synapse
109,0.187546233,1.967864408,0.496180237,0.526386816,0.126008347,0.526636313,2.195082932,1.170130918,0.957405494,4.389613464,on_synapse
110,0.295255951,1.12285554,0.366899515,0.423969129,0.051097191,0.146076567,2.907473909,1.437202108,0.623893152,2.971599108,on_synapse
111,0.051776787,0.392476351,0.269162585,0.130864015,0.035419126,0.108225108,0.170618523,0.241140663,0.155107168,1.491009482,on_synapse
112,0.414585246,2.190463346,0.490282242,0.576022217,0.049231584,0.236420391,3.880457989,1.770509387,1.882612744,5.910234925,on_synapse
113,0.935771151,5.310521035,1.136957397,1.431298819,0.392367842,0.543438028,5.964211418,4.388261118,2.256463343,11.7720499,on_synapse
114,0.944678264,3.806404392,1.409291427,1.221207587,0.319868863,0.485278571,4.346636256,3.754689147,1.656225555,9.727298235,on_synapse
115,0.557705209,1.143130803,0.366321039,0.532712861,0.106609657,0.28422036,0.264441128,0.713793873,0.366085731,3.104811371,on_synapse
116,0.123845781,0.491140891,0.146934146,0.154547368,0.039256198,0.256445452,0.271628055,0.815957077,0.259666584,1.515916743,on_synapse
117,0.409860601,0.844317544,0.489687277,0.348218932,0.053469671,0.080806168,0.073224033,0.794844276,0.265361953,2.3832211,on_synapse
118,0.245734765,1.31544795,0.378194827,0.672517928,0.100052655,0.25609905,0.89149613,1.002687408,0.472963765,4.579648396,on_synapse
119,0.13593851,0.827962566,0.32658799,0.374661316,0.025646476,0.117497931,0.249538738,0.879414941,0.721370552,3.535162228,on_synapse
120,0.181914746,0.512469573,0.176065307,0.174095756,0.066322496,0.354859927,0.242145481,0.269977007,0.216975855,2.263663875,on_synapse
121,0.544531489,3.646896681,1.091443953,1.252183291,0.296100207,1.026920882,3.977606717,2.684072416,2.148675837,10.64386048,on_synapse
122,0.065531578,0.436436333,0.089027905,0.114372258,0.01214927,0.410541016,0.029602847,0.182506887,0.507974952,0.917929293,on_synapse
123,0.449195944,3.210976204,0.886243892,0.935430342,0.233230878,0.870543964,3.514824168,3.053432756,2.07741557,8.773642712,on_synapse
124,0.07515177,1.103643761,0.394682657,0.383231161,0.028425387,0.403927745,0.895120538,0.83247812,0.454056559,2.893332171,on_synapse
125,0.584996907,3.018717,0.902988215,0.950040972,0.165285271,0.399968753,1.789882729,2.607044243,1.569486691,10.40321699,on_synapse
126,0.49322844,2.224118996,0.633335317,0.665445136,0.124260988,0.241993447,1.038004909,1.791865768,0.987790362,7.592533783,on_synapse
127,0.126445643,0.687810555,0.230479033,0.272838231,0.003338307,0.080150622,0.589886236,0.811202301,0.323641083,3.038622972,on_synapse
128,0.23482234,1.71479951,0.662677278,0.598188323,0.049357208,0.474471993,1.390030992,1.067986047,1.09389348,8.290817901,on_synapse
129,0.133541061,0.635336158,0.234067315,0.214333199,0.00814649,0.099073915,1.152261249,0.817464417,0.867020903,2.767352343,on_synapse
130,0.186472522,1.113431506,0.295165991,0.389705929,0.068430517,0.16080231,0.7183634,0.86646691,0.387840686,3.193234428,on_synapse
131,0.131271681,0.82901681,0.21161106,0.410990588,0.064382461,0.305665876,0.328590833,0.707697556,0.35519271,2.604803719,on_synapse
132,0.153154653,0.495072569,0.168652433,0.21783619,0.006015968,0.163080936,0.257319406,0.331698934,0.181699571,1.707960922,on_synapse
133,0.141583926,2.536880803,0.644776362,0.704714442,0.139292228,0.619196224,2.827803764,1.474002972,0.967195631,7.91159464,on_synapse
134,0.137564619,1.599293298,0.491569738,0.547495862,0.112938447,0.255975864,1.386019992,2.084951649,1.096622794,4.850445391,on_synapse
135,0.240640836,2.668771752,0.560544417,0.999599672,0.143625509,0.603078342,3.54239505,1.59487198,1.197776021,5.78723047,on_synapse
136,0.22217599,0.793538287,0.257420321,0.283799166,0.061782599,0.076188814,0.910126358,0.638132429,0.404399902,2.56866168,on_synapse
137,0.358823221,1.645271458,0.46164507,0.830261084,0.13456535,0.872330913,0.978560153,1.191431005,0.576742453,6.834092184,on_synapse
138,0.222980365,0.931512091,0.239472446,0.2594534,0.062447568,0.094662251,0.287129148,0.807732913,0.403258171,2.396689964,on_synapse
139,0.157259828,0.947345934,0.384634585,0.471418733,0.037925248,0.138921684,0.390769163,1.069427136,0.859288229,4.281918208,on_synapse
140,0.368961075,1.655388663,0.461593751,0.712066553,0.108622298,0.280553551,0.424851874,1.794504387,0.860705722,4.625747919,on_synapse
141,0.17378187,0.473731422,0.144261073,0.17762785,0.029895617,0.067915405,0.125152337,0.365305694,0.229445833,1.456968677,on_synapse
142,0.347266063,2.396885522,0.540172878,0.699706981,0.121280673,0.627213582,2.75124509,1.760498769,1.16447381,5.406191014,on_synapse
143,0.476762575,2.572362332,0.568236477,0.82880209,0.11567515,0.458704105,2.758525005,1.544070758,0.844698792,7.23060238,on_synapse
144,0.248633926,0.595559977,0.18981694,0.215250853,0.048283055,0.136019284,0.407113361,0.863442222,0.517639215,1.866298365,on_synapse
145,0.090909729,1.086061371,0.337841802,0.36042687,0.089256198,0.264147791,0.809759846,0.839247908,0.511929905,3.100188119,on_synapse
146,0.621423834,3.859398276,1.065284155,1.076344888,0.072843332,0.50747564,4.592262907,2.75938871,2.560627742,10.21643263,on_synapse
147,0.528216367,3.461258913,0.958473625,0.915006547,0.077197338,0.465031204,4.398793632,2.573534163,2.381166463,8.946879003,on_synapse
148,0.202134986,1.465033064,0.343668695,0.443694362,0.100957492,0.391493853,1.50063211,1.492625912,0.764296213,3.267719015,on_synapse
149,0.431513508,2.2216731,0.692277715,0.813123519,0.176830029,0.439957941,1.668727114,2.260634544,0.863980008,6.050253517,on_synapse
150,0.166953627,0.893730232,0.587496174,0.352069942,0.091459417,0.226825707,0.39169345,1.001479441,1.036944572,3.909497755,on_synapse
151,0.222470284,1.989812902,0.651744082,0.883969748,0.171416182,0.323133481,3.10048592,2.109340246,1.590691001,6.580014794,on_synapse
152,0.256524366,2.177567181,0.72253469,0.986905832,0.188196676,0.366076325,3.636841107,2.358557163,1.797074278,7.441252009,on_synapse
153,0.091299676,1.029417438,0.317003686,0.535854122,0.082359262,0.341959685,1.112463014,0.742943163,0.515207313,3.751831765,on_synapse
154,0.387703583,1.920950349,0.463059414,0.527830387,0.114511593,0.199650386,1.836690771,1.579763066,0.919049236,4.756550671,on_synapse
155,0.155704066,0.844461733,0.301548028,0.39254427,0.071367434,0.358937297,0.420996582,0.59956467,0.348766849,2.424617244,on_synapse
156,0.178873117,0.458562902,0.100838988,0.270060666,0.008894713,0.232649517,0.244133252,0.34975704,0.127609215,0.964333997,on_synapse
157,0.000146669,0.680383379,0.108675932,0.129412018,0.002841706,0.146380153,0.393236341,0.289832511,0.301027956,1.330934822,on_synapse
158,0.091942149,0.503536345,0.294878499,0.188128479,0.001692004,0.187519131,0.791608566,0.385039367,0.255091601,1.559816034,on_synapse
159,0.350312628,2.687336592,0.69571265,0.747583155,0.034556423,0.257641918,3.599211018,2.62965434,1.460055096,7.262984963,on_synapse
160,0.429365467,3.206876212,1.267907133,1.265168255,0.188108197,0.660998399,3.333418624,2.149267294,1.981105244,12.39886077,on_synapse
