synapse,GABA,GAD,gephyrin,GS594,MBP488,NR1,PSD,Synapsin,VGluT1,DAPI1st,location
82,7.20817965,22.20417623,8.177325018,11.95304816,1.372939624,3.436971355,2.841278313,14.38858407,8.064432838,67.61993547,around_synapse
83,30.85427011,24.16877246,7.347708284,15.36500669,1.816836292,3.100001134,2.592257451,17.47979231,9.215914051,57.25717472,around_synapse
84,7.558780141,22.80319114,7.04506272,10.7724722,1.932453038,2.949415593,3.463594985,14.55318618,8.713504999,71.52430024,around_synapse
85,16.84271942,25.75119744,7.465058838,11.16723563,1.911317156,3.021503616,2.558855247,16.42013216,7.938783883,59.98691673,around_synapse
86,7.8445751,23.4652544,8.070498759,10.72775241,2.111121031,3.100293763,2.462193484,19.5757427,10.85586151,75.43907722,around_synapse
87,6.659481317,23.72770919,8.149721117,11.8056505,2.098677573,2.837126172,3.707459698,19.59012048,10.9084015,82.45521432,around_synapse
88,5.768957816,24.7189445,7.427903474,8.848235441,2.063224841,2.700389841,4.404550556,20.77276412,10.88081928,75.2224277,around_synapse
89,5.574066422,21.6391682,7.725824533,10.21522102,1.511617437,3.077874069,3.281279334,15.7848606,8.470962784,68.36262945,around_synapse
90,5.935940392,22.41386903,7.127991677,12.23666317,3.247712515,3.401502398,2.80102249,19.03627454,9.871413449,71.54322536,around_synapse
91,5.963399325,23.73032726,7.244441165,12.95190542,1.836857937,3.787619157,3.023407779,20.46230523,9.506654751,71.63579883,around_synapse
92,6.026334473,23.38454197,7.626032349,10.74071027,2.938286484,3.275712371,4.134296104,22.08720269,10.01092221,76.29038845,around_synapse
93,10.82321593,22.48238609,7.240137668,11.0930162,1.97295921,3.273321235,3.002378584,16.84548406,9.571010429,74.00378241,around_synapse
94,4.879015322,21.86152915,7.44492838,10.4428566,1.383326106,3.302379859,4.039572918,21.25612891,9.458405605,70.03207156,around_synapse
95,5.725311193,21.28986838,7.57119873,12.20401872,1.349621212,3.433797572,2.597162917,16.56526949,9.043732145,66.53015445,around_synapse
96,5.396191715,23.24462682,7.359426334,12.71144526,1.799662024,2.923460616,2.953534078,14.92541195,9.639114631,72.85692659,around_synapse
97,3.912606794,17.23223734,5.559389244,7.912197371,1.445589684,2.887639147,2.522735862,13.05122512,6.574622357,55.68796668,around_synapse
98,11.82987124,21.25962324,5.427824542,9.770174741,1.26150159,2.798254926,2.569884025,13.58635428,6.139213119,56.19907252,around_synapse
99,13.99189735,25.52797865,6.764595928,12.17548592,1.604742979,2.806355059,2.5986363,15.67909445,7.789235473,68.50797671,around_synapse
100,12.61256646,22.72703749,6.371448775,9.635700439,1.545490681,2.463597819,1.884191239,13.90299105,6.069460032,53.33627734,around_synapse
101,6.975035711,23.16934369,7.593292776,10.25382997,1.62298745,3.164094225,3.065942251,15.55484007,8.330053056,71.09530788,around_synapse
102,5.219801551,22.13119962,7.372816549,12.12257933,1.738703959,3.009953066,2.525529283,15.95280584,8.596099888,64.33788006,around_synapse
103,5.579986372,22.1581945,7.301191023,10.68957067,1.795455456,2.914022986,4.291661201,16.62786414,7.730553187,62.28686213,around_synapse
104,21.45034308,26.38712504,7.522125293,12.22461866,1.953702428,3.011595756,2.64941205,20.40392817,9.47622564,74.52868202,around_synapse
105,5.15086577,22.47966832,8.380098332,9.201665221,3.912390955,3.346497381,2.97833767,23.536478,9.077281655,72.50181317,around_synapse
106,5.022548011,22.59509801,7.502316232,9.235597416,10.11352158,3.245064279,2.95907022,24.72973138,11.61582789,67.84146317,around_synapse
107,14.97105252,25.81505076,8.429596288,14.96072103,3.339940713,3.863737483,2.428356436,20.96960678,7.793833902,77.18952421,around_synapse
108,20.14650928,27.69754282,7.557444712,11.67486337,8.491146471,3.103918765,2.26783619,15.71099489,7.159996429,67.24607103,around_synapse
109,10.39906961,23.23167996,7.435616423,11.50572566,2.050780851,3.240439432,4.046198251,18.32526337,8.719224282,67.54710138,around_synapse
110,5.445107642,21.85062202,7.367519896,13.07360765,1.461765017,3.115050214,3.708744188,20.86697695,9.671166025,74.52857125,around_synapse
111,13.50782355,24.43971096,8.446567952,17.33385988,2.052814399,3.493645874,2.824305464,17.27171061,9.273243802,78.06407145,around_synapse
112,5.557567468,21.7747175,7.606093766,10.36085221,3.613346215,2.899410137,3.178220972,20.53402076,11.28168363,67.79009221,around_synapse
113,4.301521812,22.48485274,6.719497869,8.966128031,2.893006241,2.539799652,3.751023138,22.39125614,10.89561864,68.4554446,around_synapse
114,8.83928369,22.351781,6.944984355,11.58356644,2.771990386,2.562138642,2.947295627,16.04623607,7.968493861,62.86923528,around_synapse
115,4.478102362,23.0631785,7.052203857,11.75651018,2.104709979,3.206779283,2.365976048,17.95278989,9.425760127,72.02146528,around_synapse
116,5.641410156,23.52580971,8.508988241,10.08116997,1.897150163,3.290474186,2.904925199,18.77569413,8.078355366,68.27325576,around_synapse
117,28.76606788,26.20975219,7.45500778,13.92706867,2.463674625,3.420896465,2.548987986,20.55287726,7.726995332,72.15393008,around_synapse
118,5.899963743,23.1448522,8.333098299,9.6731292,1.992655633,2.999082637,2.737418376,16.77867328,8.475740449,71.50240774,around_synapse
119,5.921551372,22.18349672,7.669435658,9.333363092,1.188635797,2.818976097,2.815046509,17.11748093,9.390692843,71.0950647,around_synapse
120,10.48804878,23.02510495,7.500351641,10.75585399,5.896083854,3.44882993,2.84204509,15.2917441,8.492844207,69.91448486,around_synapse
121,3.371012046,20.20951784,6.500543631,8.24349875,1.829377264,2.879506077,4.20953777,17.69501757,9.601206191,56.99976007,around_synapse
122,6.060405826,24.04217172,7.55541909,8.969219978,11.07894092,3.672969595,2.665284155,15.9212338,9.279841343,73.69338715,around_synapse
123,5.625863716,24.6161765,6.95793584,8.31534764,1.722263318,3.34898083,4.620123797,18.31030564,13.03875526,72.57166644,around_synapse
124,4.596904086,22.26039435,7.524281819,10.45015319,1.378200495,2.907698619,2.776756765,14.01362318,8.244725595,69.23800788,around_synapse
125,5.319516185,22.09039655,7.5307255,9.55141057,4.111831701,2.826004681,4.689832351,18.78992577,9.292180804,73.77328605,around_synapse
126,4.737906563,20.86891573,7.675477417,10.23631163,1.8101781,3.457077793,3.982589645,15.63856012,7.700558475,69.70818737,around_synapse
127,5.022671156,23.40599174,8.857487756,8.858586496,1.40677992,3.065983063,3.730124477,18.16878571,7.957046475,82.28136989,around_synapse
128,6.362552291,21.69366264,8.125176002,9.006399219,2.13174421,3.037689394,2.386124503,22.55575579,8.260859861,73.4698768,around_synapse
129,4.917135369,22.41823379,8.441198602,13.01928614,4.895445937,3.3619975,3.453274857,19.55147035,9.017661623,86.10908405,around_synapse
130,5.622934681,25.672649,7.784389826,9.563647842,1.986441913,2.724242903,4.82760608,17.74093205,10.11004378,74.70127729,around_synapse
131,4.306768442,23.8079335,7.901592312,10.71325311,2.236092618,3.10625,2.828816575,16.50013264,9.231074635,77.50905775,around_synapse
132,5.645998495,22.70498737,7.746159193,10.24014131,3.248449138,3.290001658,3.146421284,15.45152854,9.063198908,73.30730283,around_synapse
133,13.78470389,22.25267033,7.210944674,11.21550256,1.7910226,2.786002385,2.66254958,28.99607103,9.385356086,64.6439107,around_synapse
134,10.62185973,28.25153471,7.162027117,10.69584736,1.941263788,3.185992217,3.950796546,21.39017135,10.3904243,70.76135655,around_synapse
135,6.718979214,24.47485234,6.879767796,9.428147921,1.842340351,3.171446508,5.244019885,20.87956444,10.98879012,63.98953409,around_synapse
136,7.851603153,25.51271793,7.305973243,11.61867969,1.953159276,3.466499751,2.949399296,16.36715243,8.769744478,69.31290334,around_synapse
137,4.67121198,22.85651124,6.931646714,10.02896955,2.089406977,3.172658827,2.8369129,15.38495222,8.195427196,70.62901745,around_synapse
138,7.235452165,24.05944121,7.279680928,11.5492984,1.980019754,3.378891326,2.573802702,15.81350472,9.396060068,68.90911783,around_synapse
139,5.072041665,21.99643805,7.077811849,9.05740759,1.57394107,2.882262378,2.697330447,17.78317172,9.858182292,72.67837466,around_synapse
140,7.620432317,24.25217088,7.092027781,10.21703598,1.749369598,3.351589488,2.812446252,23.74388455,9.31157626,66.80229514,around_synapse
141,6.50205903,23.29611987,7.750598012,10.39904233,1.896281133,3.247049621,2.674462782,15.55447148,7.866702236,67.38735772,around_synapse
142,7.27752589,23.47379493,7.131764297,9.812658625,1.705305103,3.430163376,4.48320723,18.85302998,8.828051666,64.82132882,around_synapse
143,6.574102315,23.93559877,7.196084219,10.33926567,2.105458444,3.159853404,3.974338442,23.48540328,9.707254726,70.42873905,around_synapse
144,9.491695859,22.7530269,7.30700878,10.1139049,1.946124403,2.852597949,2.830030808,19.29757238,9.300988986,70.05031799,around_synapse
145,7.621158555,23.50940529,7.31602515,9.610217707,1.905042853,3.441100398,3.280454801,20.02097107,12.00574941,70.88828946,around_synapse
146,4.600513978,22.34849441,6.927011912,8.584640598,1.368234109,2.795851826,3.933370319,18.56137767,9.535284665,65.68631772,around_synapse
147,4.414924356,22.43862163,6.647180985,7.963096169,2.142294154,2.565726003,4.150604672,17.56678811,9.009459777,71.99462144,around_synapse
148,6.797978204,23.7487581,7.601619892,9.642436837,1.998208888,3.127115537,3.411111589,15.05502627,8.784457581,71.10542929,around_synapse
149,4.87360275,19.85424815,6.612398536,8.947681784,1.789582129,2.349643319,3.284251749,22.07652776,8.514624358,58.78579354,around_synapse
150,9.610339506,23.19889169,8.738103255,9.95072888,2.275112871,2.99661004,3.091617565,17.26511007,7.93912611,87.90292636,around_synapse
151,4.799211815,21.72755714,7.550646618,8.313242909,2.122853535,2.622711968,3.834831267,15.41500803,9.454509744,76.18303234,around_synapse
152,5.227144392,22.51793503,7.479229639,9.328991461,2.025097885,2.646147396,4.473591662,16.28867749,10.05311958,76.11481928,around_synapse
153,16.69165933,27.18407242,7.519204832,12.21892536,1.981049446,2.955653441,2.680910271,18.92472946,10.89583891,76.7086729,around_synapse
154,5.587481507,23.28416903,9.126396541,8.963100066,1.963477101,2.712280635,3.371584373,18.76120581,9.03075021,65.75645741,around_synapse
155,11.10405472,23.3359181,7.591619052,10.37189941,1.871149061,3.985104978,3.185106537,16.85537757,10.96773288,70.74840152,around_synapse
156,10.68624269,17.62790468,4.998823462,7.829107574,1.086293278,2.731633464,2.318495349,11.67495451,5.571232102,49.26473489,around_synapse
157,6.30709478,23.69366009,8.025095494,11.15152073,17.5878976,3.203046883,3.198195656,18.66892329,11.97390413,73.03839133,around_synapse
158,2.865939842,13.18449223,4.955433969,5.497205501,0.17627949,1.743450923,1.992247815,12.52320837,6.8196315,40.78972384,around_synapse
159,5.291010643,22.78512158,6.986148575,10.47169135,3.295299906,2.602935925,3.546069916,20.12874244,10.67932402,69.59498313,around_synapse
160,5.426385063,22.00083537,7.563623132,9.389905207,4.187796526,3.013025616,4.421073902,21.32566431,12.79441113,75.12008182,around_synapse
161,4.684723214,19.14625917,7.45880735,8.836283713,13.72383062,2.502452272,2.162414691,14.06215919,7.295125781,70.55675866,around_synapse
162,16.14908157,24.77148936,7.179506555,13.4298533,2.800391861,2.903696849,2.40516513,17.05228181,8.610755599,68.11137655,around_synapse
163,15.38087171,22.77250479,7.928252077,11.9950657,1.965960106,3.105583756,2.561496701,14.97868698,8.210911018,59.93108271,around_synapse
164,6.302682306,13.77960339,4.366357478,8.362609683,14.72152441,2.160470142,1.77214242,10.25523179,5.126083162,48.15724434,around_synapse
165,11.46728367,21.63087596,7.244758896,11.03358713,2.039197389,2.819676847,3.072627935,20.6618599,8.10783551,66.82745525,around_synapse
166,7.911825802,23.1729248,7.339801104,11.74371636,10.52965577,3.007273652,3.355201319,16.1643375,8.244050352,76.57311037,around_synapse
167,14.33606123,24.86718121,6.971391808,11.079002,1.897548011,2.779435063,3.149653097,14.74970312,7.681007607,63.91178763,around_synapse
168,18.29048535,28.72455617,7.642361908,15.54018962,1.579079941,4.216413663,2.473254483,16.00341324,8.522771114,83.55227942,around_synapse
169,5.240348207,23.17878278,7.465001445,10.71282551,1.954933737,2.911832976,2.390310938,14.04654074,8.221389682,74.43000856,around_synapse
170,4.936556219,23.65888472,7.524536895,14.1445537,2.181996026,2.9924207,3.095391343,14.8437709,8.636041957,73.59514973,around_synapse
171,4.843576761,23.66277109,7.822127702,16.57301338,2.384003475,2.895275709,3.065973285,14.69418441,9.064275612,72.46265333,around_synapse
172,9.715569698,23.39681679,8.416498033,12.63819097,1.554620277,2.995618361,2.426126444,14.09145396,9.215714241,80.64654117,around_synapse
173,4.184709752,19.57119455,5.689707825,7.799983562,1.433376271,2.336969584,2.266557976,12.13827742,7.374690366,56.22816833,around_synapse
174,6.871825898,19.61125579,6.251974607,8.844027076,2.252035108,2.206498141,1.945848239,11.36990215,6.249178416,43.08740355,around_synapse
175,3.68191171,21.61761342,5.800631171,7.728925053,1.612753517,2.363197775,3.140145138,28.27664198,8.591018207,64.48173727,around_synapse
176,5.393591853,16.19862195,4.762560581,6.871143251,1.224477732,1.885324202,2.855999388,14.03088715,6.932791934,49.79086381,around_synapse
177,7.572291376,25.41698197,6.671589634,11.79679511,7.176659269,3.302899931,3.171637106,19.934714,8.886344506,70.47782397,around_synapse
178,6.247794301,25.78192135,7.277881934,11.80431206,1.781078178,3.28109164,3.038585915,14.7351978,8.724072232,72.36102042,around_synapse
179,6.387643976,23.58125092,7.502210659,9.838448316,1.97194093,3.557265982,2.744992716,15.60967985,8.199832925,71.88747818,around_synapse
180,4.35365864,21.76227412,7.696512686,8.559575837,1.83247812,2.884349244,2.682718033,17.76623913,9.608473909,71.49413892,around_synapse
181,3.250694444,21.70992565,7.532053489,9.239149704,1.992866162,2.862225793,3.477966534,19.7367979,10.42543235,79.33032918,around_synapse
182,17.66483586,27.73372551,8.979182609,17.09840386,2.594671462,3.028702428,2.933375421,21.39526196,8.914321243,86.3771082,around_synapse
183,7.491344155,13.87306461,3.96385812,5.732552801,1.188719582,1.672434573,1.218891886,8.119300645,3.968066875,37.71033169,around_synapse
184,38.71669265,29.23610792,8.659725411,16.31382799,1.57034837,3.615794944,2.400485282,18.53541093,7.300047508,76.36040088,around_synapse
185,8.065893928,23.14122496,8.105122493,11.0278628,2.200160981,3.238189981,2.790474895,18.15633113,9.08452298,78.31675268,around_synapse
186,5.790417591,21.78905772,7.77449208,9.909354753,2.040511651,3.336784034,2.995959437,20.16297922,9.848566951,76.83565293,around_synapse
187,5.223422497,20.80823456,7.09492583,8.404289103,1.545714581,2.438055499,3.155153527,18.92507992,8.023342289,71.2327597,around_synapse
188,2.610003125,14.50971202,5.447387384,5.813529869,2.906024417,2.071820637,1.831712804,9.74628705,5.691710348,51.22294441,around_synapse
189,4.779482961,23.67309203,7.480656311,10.01221814,2.285279563,2.85828997,3.132388914,18.12994018,9.490615116,71.85803681,around_synapse
190,15.58079887,22.68359521,7.962069488,10.81772268,2.399001944,2.706367831,2.883934746,15.40992557,8.305639872,75.04698925,around_synapse
191,5.428078484,22.34448795,8.478393645,8.734212212,4.552679574,2.842363733,2.891330533,18.02010141,7.34338262,78.8288362,around_synapse
192,4.358363376,22.69279708,8.674907748,12.01635817,2.158197435,3.415990715,2.751074862,19.34665255,7.722110981,77.78054323,around_synapse
193,4.94492838,21.75631597,7.661297317,8.52327852,2.104940397,2.803067856,2.61760067,19.85357149,8.071375228,71.70458584,around_synapse
194,6.015328651,22.99306193,7.418312615,11.0202006,2.394093857,2.759430727,3.496550805,18.21578297,10.06318304,68.01657286,around_synapse
195,14.32120957,21.28744388,6.74250778,9.21752436,1.435494465,2.434794919,2.437234083,14.81268557,8.955996837,65.26561958,around_synapse
196,5.00787037,20.83637575,6.146468473,7.639965947,1.717916539,2.311667177,2.407128737,14.35200107,8.214854352,61.54744031,around_synapse
197,3.47448363,19.643882,6.340642058,6.854695949,1.12970695,2.119383545,4.989552246,16.70281094,9.127837721,56.50482413,around_synapse
198,4.939225306,23.48742263,7.581445771,10.42393421,1.733040988,2.703182924,3.299880114,18.16084172,8.568077662,68.11495284,around_synapse
199,3.805416681,15.11865711,4.619938867,6.270439383,0.959960151,1.67202964,1.730996837,12.23815384,7.078333135,44.69495956,around_synapse
200,4.096562213,18.01613802,5.467070324,7.195948755,1.47188616,1.982819993,2.308992067,11.98127423,6.23982438,50.43159116,around_synapse
201,5.259397,21.93913886,7.142743087,10.35472146,2.035642409,2.650878099,2.546844072,14.52099531,8.116206254,63.77253533,around_synapse
202,15.47592593,28.02591955,7.717033976,10.64281068,6.380544077,2.821278441,2.615641899,15.96098294,8.41439649,77.29483088,around_synapse
203,3.473314266,20.56886255,6.45983589,7.631422336,1.60333767,2.622323296,3.680226348,16.33437835,8.919968307,58.76416868,around_synapse
204,19.46251871,27.9234524,9.022740027,12.57543094,2.090936016,2.938788134,2.296128371,17.24803662,6.295083268,79.02116352,around_synapse
205,5.960326912,23.88788134,7.263153154,9.058669874,1.916490505,3.092401286,3.320273441,13.72859035,8.495962625,76.6008722,around_synapse
206,6.985463856,23.35297865,8.009157229,10.92140598,2.157605091,2.932586598,3.975051015,17.89665021,11.29067888,63.72344978,around_synapse
207,5.673507168,22.87875727,7.281124375,9.926462861,5.962473217,2.878356163,2.568764667,14.38041463,8.588315606,74.53336394,around_synapse
208,5.269499923,23.27187851,8.698588154,11.20796602,2.169834711,2.952570529,2.716965106,15.71026426,7.559079431,84.0422036,around_synapse
209,11.40902634,25.33555807,7.760759425,11.3125558,2.337987673,3.024333454,3.593989931,18.64878823,9.356668006,83.19873211,around_synapse
210,15.15320503,27.8114502,7.040673464,10.65474027,1.886716757,2.845994669,2.214773206,15.56189101,7.133329029,64.0630803,around_synapse
211,7.784514335,24.99744796,7.767104122,11.56671449,2.179372003,2.738504362,2.488966687,15.02812787,8.793723217,76.80430568,around_synapse
212,5.294735869,22.66246301,8.111215692,9.324463703,2.14659346,3.221534792,2.296866391,16.44869784,8.941687073,77.33894564,around_synapse
213,5.175996072,22.95229696,7.507941154,9.84853969,1.952942939,2.958206433,3.683434088,18.21968485,10.00004209,71.74514463,around_synapse
214,14.07630811,24.28570356,7.295475093,11.40517478,2.165026386,2.967332557,2.849148046,18.8947195,11.46719297,71.67212104,around_synapse
215,5.656379309,22.33092357,7.827083262,12.26413405,2.034831338,3.263805989,2.817872184,17.35391088,9.270215483,70.01777809,around_synapse
216,6.523911959,26.78553209,7.257708255,9.842366567,2.117453293,3.033721757,2.94625761,15.21065453,9.327409901,69.32534095,around_synapse
217,5.117817059,23.90393646,8.238744771,11.16224429,2.050813055,3.178864402,3.73725704,16.10720398,10.45059624,84.66011759,around_synapse
218,3.017504591,11.47002999,4.253554768,6.166590144,1.139660494,1.818870523,1.981807412,8.296003667,4.265409425,40.44435871,around_synapse
219,2.826865031,14.07066102,3.985918387,4.898423772,1.134870733,1.753935965,2.462934621,10.80520695,5.392845401,37.47950039,around_synapse
220,5.753996722,19.8620804,6.969123049,10.70708745,1.641820669,3.31722608,3.094643563,15.49956478,7.347812086,63.41863553,around_synapse
221,2.904776936,15.81348906,5.05927839,6.283755484,1.385322926,2.410387971,1.954584991,16.43617871,7.292444649,40.23121493,around_synapse
222,7.252052653,25.16985299,7.257391536,11.21658575,9.910243711,3.034855429,2.878133892,14.48574409,8.126831587,70.66935559,around_synapse
223,5.308838862,21.72121308,8.476017275,10.16493853,16.19335001,2.947271006,2.489828047,14.68377828,6.740098268,85.80529331,around_synapse
224,5.708932762,12.95649132,4.255964224,6.384579015,0.911529618,1.56622411,1.188758982,13.68886375,4.358342625,40.45031757,around_synapse
225,20.58810576,24.37856742,5.08338469,10.85186062,1.080304533,2.734812159,2.976452271,15.25900999,5.879955307,49.73590443,around_synapse
226,20.59064187,22.67726983,5.311067019,9.324404762,0.991733918,1.89092646,1.516099042,14.01518714,5.719368509,45.66254253,around_synapse
227,2.197662388,12.35197062,4.33372631,5.143271414,0.36751591,1.53650058,1.231763659,9.5528932,4.71127707,44.2424091,around_synapse
228,4.749679738,24.93857203,7.11743983,9.697915604,1.756005623,2.798992308,3.498784138,22.54820228,12.30310328,73.22426921,around_synapse
229,6.904136058,23.39437175,8.907684165,9.989555275,2.087363534,3.094464851,3.724974492,17.95507793,8.969659346,92.89819661,around_synapse
230,7.889941077,20.24635321,6.11706873,7.240287184,1.515855366,2.422986972,1.965647638,12.81958394,6.514389476,63.26406107,around_synapse
231,5.001077696,24.01726723,7.797721888,11.63042249,1.113549213,3.054083909,2.562205245,17.81180067,11.49069256,73.26044182,around_synapse
232,3.914280112,14.90175827,5.850056754,6.339480665,1.455473294,1.940632652,1.841972439,12.21366203,5.433582192,54.37223083,around_synapse
233,6.38713285,22.17325958,7.972132149,13.47679605,1.868471648,3.765320503,3.288368215,15.18450525,8.109898703,68.01386896,around_synapse
234,4.54608515,17.42802747,6.084696573,8.715615753,1.498124483,2.514311181,2.156051962,11.46907345,6.758122754,56.0143126,around_synapse
235,4.614463235,23.17109578,7.185182351,9.95065838,1.930339449,3.052691619,2.477828935,18.05144954,8.144949778,66.64101807,around_synapse
236,5.145040434,13.75352608,5.221396755,6.395505151,20.12605219,2.323431487,2.255777016,11.3417308,7.412400293,53.35711154,around_synapse
237,4.631796637,22.66748587,6.654739358,8.214633939,2.637528559,2.388052148,3.934223184,23.48118837,10.4684619,74.29255351,around_synapse